,MeSH Unique ID,MeSH Heading,ScopeNote,MeSHBrowserLink
279,D001523,Mental Disorders,"Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.",https://meshb.nlm.nih.gov/record/ui?ui=D001523
280,D012735,"Sexual Dysfunction, Physiological",Physiological disturbances in normal sexual performance in either the male or the female.,https://meshb.nlm.nih.gov/record/ui?ui=D012735
281,D012002,Rectal Diseases,"Pathological developments in the RECTUM region of the large intestine (INTESTINE, LARGE).",https://meshb.nlm.nih.gov/record/ui?ui=D012002
282,D054625,Healthcare Disparities,Differences in access to or availability of medical facilities and services.,https://meshb.nlm.nih.gov/record/ui?ui=D054625
283,D054624,Health Status Disparities,"Variation in rates of disease occurrence and disabilities between population groups defined by socioeconomic characteristics such as age, ethnicity, economic resources, or gender and populations identified geographically or similar measures.",https://meshb.nlm.nih.gov/record/ui?ui=D054624
284,D003141,Communicable Diseases,"An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.",https://meshb.nlm.nih.gov/record/ui?ui=D003141
285,D012874,"Skin Diseases, Infectious","Skin diseases caused by bacteria, fungi, parasites, or viruses.",https://meshb.nlm.nih.gov/record/ui?ui=D012874
286,D000073296,Noncommunicable Diseases,"Diseases which are typically non-infectious in origin and do not transmit from an affected individual to others. The four main types of noncommunicable diseases are CARDIOVASCULAR DISEASES (e.g., heart attacks and stroke), CANCER, chronic respiratory diseases (e.g., CHRONIC OBSTRUCTIVE PULMONARY DISEASE and ASTHMA) and DIABETES MELLITUS.",https://meshb.nlm.nih.gov/record/ui?ui=D000073296
287,D001850,"Bone Diseases, Infectious",Bone diseases caused by pathogenic microorganisms.,https://meshb.nlm.nih.gov/record/ui?ui=D001850
288,D000076263,"Communicable Diseases, Imported","Infectious diseases originating in one geographically delineated ecosystem that are carried (by travel or immigration) to another geographically delineated ecosystem by an infected individual, animal, or disease vector.",https://meshb.nlm.nih.gov/record/ui?ui=D000076263
289,D057766,Policy,A course or method of action selected to guide and determine present and future decisions.,https://meshb.nlm.nih.gov/record/ui?ui=D057766
290,D004989,Ethics,"The ethical doctrine that morality has its foundations in self-interest. Also, excessive preoccupation with one's own well-being and interests.",https://meshb.nlm.nih.gov/record/ui?ui=D004989
291,D011640,Public Policy,"Programs or policies intended to correct the effect of past discrimination in employment, education, housing, etc.",https://meshb.nlm.nih.gov/record/ui?ui=D011640
292,D018673,Nutrition Policy,Guidelines and objectives pertaining to food supply and nutrition including recommendations for healthy diet.,https://meshb.nlm.nih.gov/record/ui?ui=D018673
293,D006291,Health Policy,"Decisions, usually developed by government policymakers, for determining present and future objectives pertaining to the health care system.",https://meshb.nlm.nih.gov/record/ui?ui=D006291
299,D000073316,Addiction Medicine,"A medical specialty focused on the diagnosis and treatment of ADDICTIVE BEHAVIOR disorders, including SUBSTANCE-RELATED DISORDERS and IMPULSE CONTROL DISORDERS; and the management of co-occurring medical and psychiatric conditions",https://meshb.nlm.nih.gov/record/ui?ui=D000073316
300,D013995,Time,"The dimension of the physical universe which, at a given place, orders the sequence of events. (McGraw-Hill Dictionary of Scientific and Technical Terms, 6th ed)",https://meshb.nlm.nih.gov/record/ui?ui=D013995
301,D062407,Meals,The largest or main meal of the day.,https://meshb.nlm.nih.gov/record/ui?ui=D062407
302,D003226,Congresses as Topic,"Works about conferences, conventions or formal meetings usually attended by delegates representing a special field of interest.",https://meshb.nlm.nih.gov/record/ui?ui=D003226
303,D013685,Telecommunications,Transmission of information over distances via electronic means.,https://meshb.nlm.nih.gov/record/ui?ui=D013685
304,D049269,Videoconferencing,"Communications via an interactive conference between two or more participants at different sites, using computer networks (COMPUTER COMMUNICATION NETWORKS) or other telecommunication links to transmit audio, video, and data.",https://meshb.nlm.nih.gov/record/ui?ui=D049269
